10000,491.0
20000,79.0
30000,256.0
40000,57.0
50000,82.0
60000,32.0
70000,93.0
80000,110.0
90000,64.0
100000,134.0
110000,126.0
120000,89.0
130000,457.0
140000,51.0
150000,54.0
160000,66.0
170000,195.0
180000,250.0
190000,125.0
200000,261.0
210000,52.0
220000,181.0
230000,166.0
240000,279.0
250000,267.0
260000,279.0
270000,246.0
280000,246.0
290000,241.0
300000,199.0
310000,266.0
320000,317.0
330000,346.0
340000,142.0
350000,405.0
360000,162.0
370000,83.0
380000,197.0
390000,108.0
400000,130.0
410000,262.0
420000,246.0
430000,210.0
440000,298.0
450000,168.0
460000,233.0
470000,153.0
480000,113.0
490000,84.0
500000,229.0
510000,91.0
520000,253.0
530000,198.0
540000,174.0
550000,251.0
560000,266.0
570000,253.0
580000,89.0
590000,133.0
600000,182.0
610000,241.0
620000,190.0
630000,200.0
640000,129.0
650000,479.0
660000,291.0
670000,359.0
680000,294.0
690000,3952.0
700000,163.0
710000,268.0
720000,154.0
730000,216.0
740000,217.0
750000,430.0
760000,288.0
770000,314.0
780000,220.0
790000,439.0
800000,298.0
810000,286.0
820000,105.0
830000,235.0
840000,264.0
850000,427.0
860000,199.0
870000,239.0
880000,101.0
890000,336.0
900000,183.0
910000,399.0
920000,164.0
930000,557.0
940000,158.0
950000,272.0
960000,309.0
970000,189.0
980000,588.0
990000,402.0
1000000,221.0
